epoch,task,component,gradient_l2
5,regression,regression/bias_weighted,0.05796117585775558
5,regression,regression/huber_weighted,0.12504047713010868
5,regression,regression/log_rmse_weighted,0.22753857736813277
5,regression,regression/mae_weighted,0.6726876355776532
5,regression,regression/median_ae_weighted,2.3140258433962004
5,regression,regression/quantile_weighted,0.0
5,regression,regression/relative_mae_weighted,0.7154727198858363
5,regression,regression/rmse_weighted,0.5722703217799787
5,regression,regression_gate_aux_weighted,0.010268123529824941
5,regression,routing_weighted,0.07909333828963451
6,classification,classification_separation_weighted,1.3623530669115198
6,classification,primary,4.494322898569333
6,classification,routing_weighted,0.1318592749615791
6,regression,confidence_weighted,0.03147837196712105
6,regression,primary,2.961122025220639
6,regression,regression/bias_weighted,0.05894419214536572
6,regression,regression/huber_weighted,0.12289686784200957
6,regression,regression/log_rmse_weighted,0.17035886590272661
6,regression,regression/mae_weighted,0.6971537017524815
6,regression,regression/median_ae_weighted,2.5312437186070866
6,regression,regression/quantile_weighted,0.0
6,regression,regression/relative_mae_weighted,0.11655998091233796
6,regression,regression/rmse_weighted,0.4433010168941497
6,regression,regression_gate_aux_weighted,0.015317109137509383
6,regression,routing_weighted,0.1099854108363594
7,classification,classification_separation_weighted,2.534777348662398
7,classification,primary,5.013642192076726
7,classification,routing_weighted,0.16577318103579342
7,regression,confidence_weighted,0.04773973323862224
7,regression,primary,10.054556512685853
7,regression,regression/bias_weighted,0.12955426360302727
7,regression,regression/huber_weighted,0.30115096033076993
7,regression,regression/log_rmse_weighted,0.24511240008097684
7,regression,regression/mae_weighted,1.4245349859241063
7,regression,regression/median_ae_weighted,8.985485559422008
7,regression,regression/quantile_weighted,0.0
7,regression,regression/relative_mae_weighted,1.3755054272623046
7,regression,regression/rmse_weighted,0.9423572950377341
7,regression,regression_gate_aux_weighted,0.013818278339323656
7,regression,routing_weighted,0.15248438669179457
8,regression,confidence_weighted,0.04460594779408289
8,regression,primary,5.3196990456824915
8,regression,regression/bias_weighted,0.09013936450152187
8,regression,regression/huber_weighted,0.19063820150094454
8,regression,regression/log_rmse_weighted,0.28626878497995956
8,regression,regression/mae_weighted,0.9529167133072661
8,regression,regression/median_ae_weighted,3.470777984572221
8,regression,regression/quantile_weighted,0.0
8,regression,regression/relative_mae_weighted,2.49255500255942
8,regression,regression/rmse_weighted,0.6249595983359743
8,regression,regression_gate_aux_weighted,0.013074868891999833
8,regression,routing_weighted,0.11649296647950062
9,classification,classification_separation_weighted,1.3814895133756306
9,classification,primary,5.339413019468012
9,classification,routing_weighted,0.24838623396268278
9,regression,confidence_weighted,0.02158758391520842
9,regression,primary,2.731892929341415
9,regression,regression/bias_weighted,0.03445181315804193
9,regression,regression/huber_weighted,0.05776099094302094
9,regression,regression/log_rmse_weighted,0.19838406119231167
9,regression,regression/mae_weighted,0.41098476034455067
9,regression,regression/median_ae_weighted,2.5013812334583125
9,regression,regression/quantile_weighted,0.0
9,regression,regression/relative_mae_weighted,0.5715551739074235
9,regression,regression/rmse_weighted,0.25549979743553614
9,regression,regression_gate_aux_weighted,0.013245700700936608
9,regression,routing_weighted,0.07378905854697189
10,regression,confidence_weighted,0.015463416814290731
10,regression,primary,2.9849532645455263
10,regression,regression/bias_weighted,0.05175104599210178
10,regression,regression/huber_weighted,0.08216380395407526
10,regression,regression/log_rmse_weighted,0.20555326571074586
10,regression,regression/mae_weighted,0.5551242040175713
10,regression,regression/median_ae_weighted,2.5530841218363296
10,regression,regression/quantile_weighted,0.0
10,regression,regression/relative_mae_weighted,0.3588859919587086
10,regression,regression/rmse_weighted,0.3017670996403777
10,regression,regression_gate_aux_weighted,0.015467889996466505
10,regression,routing_weighted,0.04592390882466999
11,classification,classification_separation_weighted,1.943009084522296
11,classification,primary,7.475258467611763
11,classification,routing_weighted,0.2844304121128808
11,regression,confidence_weighted,0.006241851436379292
11,regression,primary,3.1902103480878043
11,regression,regression/bias_weighted,0.06302107731231138
11,regression,regression/huber_weighted,0.14447090326021483
11,regression,regression/log_rmse_weighted,0.2715425952070031
11,regression,regression/mae_weighted,0.7438246898937092
11,regression,regression/median_ae_weighted,2.422889376998927
11,regression,regression/quantile_weighted,0.0
11,regression,regression/relative_mae_weighted,0.31360340981538
11,regression,regression/rmse_weighted,0.4152813355206768
11,regression,regression_gate_aux_weighted,0.017857162042694698
11,regression,routing_weighted,0.0185810328719178
12,classification,classification_separation_weighted,1.6199681027020811
12,classification,primary,4.898802265836562
12,classification,routing_weighted,0.46317404910698423
12,regression,confidence_weighted,0.05176752797262443
12,regression,primary,8.241319194452112
12,regression,regression/bias_weighted,0.10654140630212666
12,regression,regression/huber_weighted,0.21039145238349408
12,regression,regression/log_rmse_weighted,0.2887291097572109
12,regression,regression/mae_weighted,1.0508237367018
12,regression,regression/median_ae_weighted,7.390320783713924
12,regression,regression/quantile_weighted,0.0
12,regression,regression/relative_mae_weighted,1.9867117417591909
12,regression,regression/rmse_weighted,0.644609489396508
12,regression,regression_gate_aux_weighted,0.01276569120258152
12,regression,routing_weighted,0.11941389886749677
13,regression,confidence_weighted,0.022371749010211755
13,regression,primary,2.699803669630615
13,regression,regression/bias_weighted,0.05570095267120837
13,regression,regression/huber_weighted,0.10359022893031489
13,regression,regression/log_rmse_weighted,0.20837217405304245
13,regression,regression/mae_weighted,0.6311943270784036
13,regression,regression/median_ae_weighted,2.095830222067173
13,regression,regression/quantile_weighted,0.0
13,regression,regression/relative_mae_weighted,0.4253380921178178
13,regression,regression/rmse_weighted,0.3812872443016137
13,regression,regression_gate_aux_weighted,0.015131806187232352
13,regression,routing_weighted,0.07065673655119892
14,classification,classification_separation_weighted,1.5352468857612385
14,classification,primary,6.1523693459532165
14,classification,routing_weighted,0.23849945876734444
14,regression,confidence_weighted,0.00329730417718257
14,regression,primary,2.7986634766858907
14,regression,regression/bias_weighted,0.05396423179430704
14,regression,regression/huber_weighted,0.09598947010615903
14,regression,regression/log_rmse_weighted,0.20296817466375613
14,regression,regression/mae_weighted,0.610121008126453
14,regression,regression/median_ae_weighted,2.384212237460073
14,regression,regression/quantile_weighted,0.0
14,regression,regression/relative_mae_weighted,0.22140199247375372
14,regression,regression/rmse_weighted,0.35303789501928345
14,regression,regression_gate_aux_weighted,0.015959248525961003
14,regression,routing_weighted,0.012822806822845298
15,classification,classification_separation_weighted,1.9150630993353237
15,classification,primary,3.2984028065538564
15,classification,routing_weighted,0.2564860524387914
15,regression,confidence_weighted,0.03116893109309655
15,regression,primary,3.7347099795379055
15,regression,regression/bias_weighted,0.10162877546300486
15,regression,regression/huber_weighted,0.20499841389378765
15,regression,regression/log_rmse_weighted,0.30879654549942387
15,regression,regression/mae_weighted,1.0335749190574859
15,regression,regression/median_ae_weighted,2.477764288489447
15,regression,regression/quantile_weighted,0.0
15,regression,regression/relative_mae_weighted,1.0433349158916712
15,regression,regression/rmse_weighted,0.929384554658193
15,regression,regression_gate_aux_weighted,0.018299333866099013
15,regression,routing_weighted,0.08295470487742453
16,classification,classification_separation_weighted,2.7762951640654316
16,classification,primary,4.810682863815047
16,classification,routing_weighted,0.46064522889403103
16,regression,confidence_weighted,0.023156678301862906
16,regression,primary,2.0790798820569685
16,regression,regression/bias_weighted,0.06466310460877725
16,regression,regression/huber_weighted,0.1041275210241602
16,regression,regression/log_rmse_weighted,0.20729077815746966
16,regression,regression/mae_weighted,0.6461670510045336
16,regression,regression/median_ae_weighted,1.6942899082020026
16,regression,regression/quantile_weighted,0.0
16,regression,regression/relative_mae_weighted,0.28338405080048107
16,regression,regression/rmse_weighted,0.38098389246368286
16,regression,regression_gate_aux_weighted,0.01317991817025243
16,regression,routing_weighted,0.06060981747487135
17,classification,classification_separation_weighted,2.4832149666385135
17,classification,primary,6.256876166176788
17,classification,routing_weighted,0.225062129595345
17,regression,confidence_weighted,0.01677143966750968
17,regression,primary,2.4952007439572657
17,regression,regression/bias_weighted,0.04667085412449325
17,regression,regression/huber_weighted,0.07999150023493923
17,regression,regression/log_rmse_weighted,0.23458893604149106
17,regression,regression/mae_weighted,0.4781475556361239
17,regression,regression/median_ae_weighted,1.9060935108906576
17,regression,regression/quantile_weighted,0.0
17,regression,regression/relative_mae_weighted,0.3094364825192974
17,regression,regression/rmse_weighted,0.3053069692251259
17,regression,regression_gate_aux_weighted,0.016562968022864485
17,regression,routing_weighted,0.05708098410001335
18,regression,confidence_weighted,0.009335552427410954
18,regression,primary,3.090335996935115
18,regression,regression/bias_weighted,0.053358244573566305
18,regression,regression/huber_weighted,0.09257775143992543
18,regression,regression/log_rmse_weighted,0.22786691226094505
18,regression,regression/mae_weighted,0.5505691158407988
18,regression,regression/median_ae_weighted,2.634041966751617
18,regression,regression/quantile_weighted,0.0
18,regression,regression/relative_mae_weighted,0.28977805975574583
18,regression,regression/rmse_weighted,0.3843896155199538
18,regression,regression_gate_aux_weighted,0.01320904313833831
18,regression,routing_weighted,0.034735958170349454
19,regression,confidence_weighted,0.016647151257174753
19,regression,primary,2.1623812986326674
19,regression,regression/bias_weighted,0.05036500900001071
19,regression,regression/huber_weighted,0.08949565012200454
19,regression,regression/log_rmse_weighted,0.2107876222969225
19,regression,regression/mae_weighted,0.5626888348320408
19,regression,regression/median_ae_weighted,1.6104416726786248
19,regression,regression/quantile_weighted,0.0
19,regression,regression/relative_mae_weighted,0.29496135827046205
19,regression,regression/rmse_weighted,0.38273618517337066
19,regression,regression_gate_aux_weighted,0.014766004970193631
19,regression,routing_weighted,0.05577429189555546
20,classification,classification_separation_weighted,1.8300215893528455
20,classification,primary,4.473868789118271
20,classification,routing_weighted,0.3440440299962645
20,regression,confidence_weighted,0.023882415556566887
20,regression,primary,3.790705072140607
20,regression,regression/bias_weighted,0.06729309365296822
20,regression,regression/huber_weighted,0.1388818906039709
20,regression,regression/log_rmse_weighted,0.23737758889216945
20,regression,regression/mae_weighted,0.7157320350605297
20,regression,regression/median_ae_weighted,3.1624319446453226
20,regression,regression/quantile_weighted,0.0
20,regression,regression/relative_mae_weighted,0.3503326140117004
20,regression,regression/rmse_weighted,0.48918482286075504
20,regression,regression_gate_aux_weighted,0.01526687428273945
20,regression,routing_weighted,0.07400363566675602
